# Medium body (blockage 2/9) 
#
# The file contains PIV data for a turbulent pipe flow past a body of revolution on the centerline.
# Geometry of the body and details of the experiment can be found in:  
#
#   L. Ding, T. Saxton-Fox, M. Hultmark, and A. J. Smits 
#   Effects of pressure gradients and streamline curvature on the statistics of a turbulent pipe flow. 
#   In 11th International Symposium on Turbulence and Shear Flow Phenomena, Southampton, UK, 2019 
#
# Paramters of the fully-developed pipe flow upstream of the body: 
#
#   Pipe diameter, D = 38.1 mm 
#   Bulk velocity, Ub = 4.1 m/s 
#   Friction velocity, utau = 0.186 m/s 
#   Kinematic viscosity, nu = 1.0035e-06 m^2/s 
#   Bulk Reynolds number, Re_D = 156,000 
#   Friction Reynolds number, Re_tau = 3,550 
#
# In the data below, Ux and Ur are normalized by Ub, and <ux^2>, <ur^2> and <uxur> are normalized by utau^2. 
#
# x/R r/R y/R Ux Ur <ux^2> <ur^2> <uxur> 
26.0167 0.8215 0.1785 0.9811 0.0005 3.6682 0.9984 0.7928 
26.0167 0.8110 0.1890 0.9884 0.0006 3.6254 0.9886 0.7835 
26.0167 0.8005 0.1995 0.9964 0.0010 3.5767 0.9731 0.7672 
26.0167 0.7900 0.2100 1.0043 -0.0000 3.5250 0.9481 0.7425 
26.0167 0.7795 0.2205 1.0116 -0.0004 3.4800 0.9310 0.7201 
26.0167 0.7690 0.2310 1.0185 0.0012 3.4389 0.9345 0.7121 
26.0167 0.7585 0.2415 1.0254 0.0011 3.3822 0.9403 0.7094 
26.0167 0.7480 0.2520 1.0322 -0.0006 3.3070 0.9407 0.7002 
26.0167 0.7375 0.2625 1.0383 -0.0000 3.2403 0.9446 0.6928 
26.0167 0.7270 0.2730 1.0438 0.0012 3.1807 0.9491 0.6818 
26.0167 0.7165 0.2835 1.0492 0.0012 3.1129 0.9408 0.6583 
26.0167 0.7060 0.2940 1.0544 0.0009 3.0400 0.9286 0.6315 
26.0167 0.6955 0.3045 1.0598 0.0003 2.9694 0.9175 0.6097 
26.0167 0.6850 0.3150 1.0651 -0.0005 2.8879 0.9044 0.5896 
26.0167 0.6745 0.3255 1.0699 -0.0010 2.7978 0.8911 0.5684 
26.0167 0.6640 0.3360 1.0745 -0.0006 2.7143 0.8750 0.5434 
26.0167 0.6535 0.3465 1.0791 0.0009 2.6316 0.8567 0.5157 
26.0167 0.6430 0.3570 1.0834 0.0023 2.5390 0.8417 0.4876 
26.0167 0.6325 0.3675 1.0877 0.0026 2.4498 0.8315 0.4574 
26.0167 0.6220 0.3780 1.0917 0.0020 2.3743 0.8218 0.4275 
26.0167 0.6115 0.3885 1.0954 0.0015 2.2982 0.8102 0.4001 
26.0167 0.6010 0.3990 1.0992 0.0010 2.2127 0.8017 0.3718 
26.0167 0.5906 0.4094 1.1034 0.0009 2.1275 0.7959 0.3404 
26.0167 0.5801 0.4199 1.1074 0.0011 2.0478 0.7885 0.3099 
26.0167 0.5696 0.4304 1.1105 0.0005 1.9713 0.7796 0.2802 
26.0167 0.5591 0.4409 1.1124 -0.0007 1.8974 0.7689 0.2483 
26.0167 0.5486 0.4514 1.1144 -0.0008 1.8250 0.7570 0.2161 
26.0167 0.5381 0.4619 1.1171 -0.0005 1.7552 0.7480 0.1840 
26.0167 0.5276 0.4724 1.1196 -0.0003 1.6914 0.7406 0.1506 
26.0167 0.5171 0.4829 1.1211 0.0007 1.6371 0.7337 0.1173 
26.0167 0.5066 0.4934 1.1220 0.0017 1.5913 0.7283 0.0852 
26.0167 0.4961 0.5039 1.1226 0.0012 1.5542 0.7168 0.0535 
26.0167 0.4856 0.5144 1.1232 0.0004 1.5237 0.6998 0.0214 
26.0167 0.4751 0.5249 1.1237 -0.0001 1.5002 0.6881 -0.0101 
26.0167 0.4646 0.5354 1.1238 -0.0011 1.4839 0.6810 -0.0411 
26.0167 0.4541 0.5459 1.1235 -0.0014 1.4675 0.6767 -0.0691 
26.0167 0.4436 0.5564 1.1230 -0.0007 1.4500 0.6749 -0.0932 
26.0167 0.4331 0.5669 1.1221 0.0004 1.4347 0.6771 -0.1184 
26.0167 0.4226 0.5774 1.1210 0.0016 1.4280 0.6815 -0.1470 
26.0167 0.4121 0.5879 1.1198 0.0020 1.4322 0.6827 -0.1752 
26.0167 0.4016 0.5984 1.1189 0.0007 1.4442 0.6836 -0.2016 
26.0167 0.3911 0.6089 1.1184 -0.0012 1.4624 0.6887 -0.2269 
26.0167 0.3806 0.6194 1.1172 -0.0025 1.4810 0.6932 -0.2497 
26.0167 0.3701 0.6299 1.1147 -0.0032 1.4964 0.6957 -0.2694 
26.0167 0.3596 0.6404 1.1114 -0.0033 1.5118 0.6997 -0.2878 
26.0167 0.3491 0.6509 1.1080 -0.0028 1.5268 0.7036 -0.3060 
26.0167 0.3386 0.6614 1.1047 -0.0022 1.5389 0.7060 -0.3236 
26.0167 0.3281 0.6719 1.1017 -0.0016 1.5484 0.7085 -0.3407 
26.0167 0.3176 0.6824 1.0991 -0.0008 1.5525 0.7085 -0.3534 
26.0167 0.3071 0.6929 1.0968 0.0002 1.5522 0.7054 -0.3588 
26.0167 0.2966 0.7034 1.0945 0.0007 1.5570 0.7054 -0.3634 
26.0167 0.2861 0.7139 1.0922 0.0010 1.5632 0.7040 -0.3678 
26.0167 0.2756 0.7244 1.0893 0.0017 1.5665 0.7017 -0.3727 
26.0167 0.2651 0.7349 1.0854 0.0014 1.5667 0.6992 -0.3758 
26.0167 0.2546 0.7454 1.0817 -0.0002 1.5632 0.6934 -0.3758 
26.0167 0.2441 0.7559 1.0788 -0.0016 1.5554 0.6908 -0.3741 
26.0167 0.2336 0.7664 1.0762 -0.0019 1.5457 0.6969 -0.3738 
26.0167 0.2231 0.7769 1.0738 -0.0011 1.5353 0.7041 -0.3737 
26.0167 0.2126 0.7874 1.0714 0.0004 1.5231 0.7094 -0.3713 
26.0167 0.2021 0.7979 1.0689 0.0007 1.5092 0.7153 -0.3657 
26.0167 0.1916 0.8084 1.0663 -0.0005 1.4945 0.7224 -0.3587 
26.0167 0.1811 0.8189 1.0638 -0.0016 1.4774 0.7323 -0.3513 
26.0167 0.1706 0.8294 1.0610 -0.0013 1.4534 0.7409 -0.3417 
26.0167 0.1601 0.8399 1.0580 -0.0002 1.4253 0.7413 -0.3293 
26.0167 0.1496 0.8504 1.0550 0.0010 1.4005 0.7354 -0.3153 
26.0167 0.1391 0.8609 1.0527 0.0018 1.3803 0.7294 -0.3015 
26.0167 0.1286 0.8714 1.0510 0.0015 1.3610 0.7217 -0.2863 
26.0167 0.1181 0.8819 1.0495 0.0006 1.3421 0.7129 -0.2669 
26.0167 0.1076 0.8924 1.0480 0.0000 1.3224 0.7119 -0.2476 
26.0167 0.0971 0.9029 1.0469 0.0003 1.3020 0.7179 -0.2304 
26.0167 0.0866 0.9134 1.0459 0.0006 1.2827 0.7257 -0.2121 
26.0167 0.0761 0.9239 1.0450 0.0011 1.2617 0.7295 -0.1903 
26.0167 0.0656 0.9344 1.0439 0.0019 1.2396 0.7287 -0.1663 
26.0167 0.0551 0.9449 1.0426 0.0020 1.2193 0.7234 -0.1414 
26.0167 0.0446 0.9554 1.0411 0.0021 1.2068 0.7161 -0.1157 
26.0167 0.0341 0.9659 1.0398 0.0023 1.1955 0.7093 -0.0885 
26.0167 0.0236 0.9764 1.0388 0.0014 1.1810 0.7063 -0.0611 
26.2667 0.9790 0.0210 0.7548 0.0016 4.0882 0.3848 0.4867 
26.2667 0.9685 0.0315 0.7942 -0.0001 4.1734 0.5073 0.5876 
26.2667 0.9580 0.0420 0.8230 -0.0004 4.2428 0.6058 0.6619 
26.2667 0.9475 0.0525 0.8454 0.0007 4.2487 0.6712 0.6998 
26.2667 0.9370 0.0630 0.8637 0.0012 4.2177 0.7156 0.7181 
26.2667 0.9265 0.0735 0.8799 0.0013 4.1706 0.7574 0.7365 
26.2667 0.9160 0.0840 0.8945 0.0016 4.1343 0.8073 0.7586 
26.2667 0.9055 0.0945 0.9070 0.0010 4.1057 0.8511 0.7741 
26.2667 0.8950 0.1050 0.9178 -0.0001 4.0689 0.8954 0.7911 
26.2667 0.8845 0.1155 0.9275 -0.0006 4.0233 0.9334 0.8078 
26.2667 0.8740 0.1260 0.9370 -0.0008 3.9633 0.9524 0.8109 
26.2667 0.8635 0.1365 0.9461 -0.0002 3.8937 0.9636 0.8066 
26.2667 0.8530 0.1470 0.9544 0.0014 3.8297 0.9730 0.8029 
26.2667 0.8425 0.1575 0.9623 0.0020 3.7698 0.9809 0.7957 
26.2667 0.8320 0.1680 0.9703 0.0012 3.7075 0.9851 0.7838 
26.2667 0.8215 0.1785 0.9785 0.0009 3.6361 0.9869 0.7734 
26.2667 0.8110 0.1890 0.9864 0.0010 3.5509 0.9872 0.7625 
26.2667 0.8005 0.1995 0.9941 0.0014 3.4697 0.9794 0.7455 
26.2667 0.7900 0.2100 1.0018 0.0022 3.4095 0.9665 0.7316 
26.2667 0.7795 0.2205 1.0094 0.0019 3.3664 0.9625 0.7263 
26.2667 0.7690 0.2310 1.0161 0.0005 3.3267 0.9618 0.7185 
26.2667 0.7585 0.2415 1.0219 -0.0003 3.2765 0.9524 0.7055 
26.2667 0.7480 0.2520 1.0279 -0.0012 3.2193 0.9425 0.6939 
26.2667 0.7375 0.2625 1.0342 -0.0011 3.1611 0.9359 0.6849 
26.2667 0.7270 0.2730 1.0404 0.0019 3.1011 0.9316 0.6772 
26.2667 0.7165 0.2835 1.0463 0.0038 3.0462 0.9317 0.6703 
26.2667 0.7060 0.2940 1.0518 0.0033 2.9822 0.9320 0.6551 
26.2667 0.6955 0.3045 1.0572 0.0027 2.9046 0.9276 0.6326 
26.2667 0.6850 0.3150 1.0627 0.0015 2.8327 0.9191 0.6091 
26.2667 0.6745 0.3255 1.0684 -0.0002 2.7653 0.9043 0.5826 
26.2667 0.6640 0.3360 1.0740 -0.0003 2.6965 0.8853 0.5566 
26.2667 0.6535 0.3465 1.0786 0.0011 2.6213 0.8690 0.5343 
26.2667 0.6430 0.3570 1.0822 0.0019 2.5378 0.8487 0.5097 
26.2667 0.6325 0.3675 1.0857 0.0019 2.4527 0.8263 0.4808 
26.2667 0.6220 0.3780 1.0898 0.0012 2.3649 0.8191 0.4512 
26.2667 0.6115 0.3885 1.0945 -0.0001 2.2758 0.8182 0.4208 
26.2667 0.6010 0.3990 1.0991 -0.0005 2.1921 0.8033 0.3896 
26.2667 0.5906 0.4094 1.1032 0.0009 2.1087 0.7821 0.3589 
26.2667 0.5801 0.4199 1.1063 0.0023 2.0236 0.7720 0.3282 
26.2667 0.5696 0.4304 1.1090 0.0022 1.9397 0.7701 0.2958 
26.2667 0.5591 0.4409 1.1118 0.0009 1.8589 0.7634 0.2596 
26.2667 0.5486 0.4514 1.1144 -0.0004 1.7896 0.7532 0.2224 
26.2667 0.5381 0.4619 1.1168 -0.0006 1.7268 0.7488 0.1883 
26.2667 0.5276 0.4724 1.1189 0.0004 1.6629 0.7442 0.1550 
26.2667 0.5171 0.4829 1.1208 0.0013 1.6104 0.7339 0.1246 
26.2667 0.5066 0.4934 1.1220 0.0012 1.5689 0.7187 0.0962 
26.2667 0.4961 0.5039 1.1227 0.0006 1.5289 0.7045 0.0699 
26.2667 0.4856 0.5144 1.1233 0.0007 1.4949 0.6930 0.0421 
26.2667 0.4751 0.5249 1.1237 0.0010 1.4718 0.6833 0.0109 
26.2667 0.4646 0.5354 1.1233 0.0002 1.4551 0.6781 -0.0206 
26.2667 0.4541 0.5459 1.1224 -0.0006 1.4427 0.6761 -0.0517 
26.2667 0.4436 0.5564 1.1215 -0.0004 1.4358 0.6734 -0.0822 
26.2667 0.4331 0.5669 1.1208 -0.0001 1.4341 0.6739 -0.1116 
26.2667 0.4226 0.5774 1.1197 -0.0014 1.4365 0.6815 -0.1410 
26.2667 0.4121 0.5879 1.1186 -0.0028 1.4401 0.6893 -0.1698 
26.2667 0.4016 0.5984 1.1175 -0.0023 1.4446 0.6909 -0.1953 
26.2667 0.3911 0.6089 1.1161 -0.0007 1.4511 0.6908 -0.2167 
26.2667 0.3806 0.6194 1.1145 0.0002 1.4584 0.6934 -0.2366 
26.2667 0.3701 0.6299 1.1127 0.0002 1.4681 0.6987 -0.2571 
26.2667 0.3596 0.6404 1.1106 -0.0001 1.4781 0.7040 -0.2759 
26.2667 0.3491 0.6509 1.1078 0.0000 1.4854 0.7060 -0.2903 
26.2667 0.3386 0.6614 1.1045 0.0001 1.4911 0.7020 -0.3011 
26.2667 0.3281 0.6719 1.1015 -0.0007 1.4934 0.6947 -0.3114 
26.2667 0.3176 0.6824 1.0988 -0.0015 1.4998 0.6944 -0.3235 
26.2667 0.3071 0.6929 1.0961 -0.0009 1.5112 0.6925 -0.3327 
26.2667 0.2966 0.7034 1.0931 -0.0001 1.5178 0.6846 -0.3394 
26.2667 0.2861 0.7139 1.0902 0.0007 1.5187 0.6772 -0.3431 
26.2667 0.2756 0.7244 1.0872 0.0019 1.5177 0.6718 -0.3433 
26.2667 0.2651 0.7349 1.0836 0.0024 1.5137 0.6662 -0.3414 
26.2667 0.2546 0.7454 1.0799 0.0019 1.5069 0.6640 -0.3424 
26.2667 0.2441 0.7559 1.0773 0.0005 1.4995 0.6680 -0.3452 
26.2667 0.2336 0.7664 1.0756 -0.0006 1.4867 0.6723 -0.3438 
26.2667 0.2231 0.7769 1.0740 -0.0005 1.4713 0.6763 -0.3406 
26.2667 0.2126 0.7874 1.0721 0.0006 1.4602 0.6886 -0.3387 
26.2667 0.2021 0.7979 1.0702 0.0010 1.4506 0.7062 -0.3366 
26.2667 0.1916 0.8084 1.0683 0.0005 1.4361 0.7175 -0.3324 
26.2667 0.1811 0.8189 1.0661 0.0005 1.4154 0.7241 -0.3259 
26.2667 0.1706 0.8294 1.0632 0.0010 1.3935 0.7298 -0.3182 
26.2667 0.1601 0.8399 1.0598 0.0010 1.3744 0.7292 -0.3086 
26.2667 0.1496 0.8504 1.0566 0.0006 1.3557 0.7238 -0.2966 
26.2667 0.1391 0.8609 1.0541 0.0006 1.3380 0.7186 -0.2840 
26.2667 0.1286 0.8714 1.0525 0.0007 1.3231 0.7129 -0.2699 
26.2667 0.1181 0.8819 1.0517 0.0006 1.3043 0.7092 -0.2524 
26.2667 0.1076 0.8924 1.0513 0.0010 1.2820 0.7063 -0.2348 
26.2667 0.0971 0.9029 1.0504 0.0019 1.2615 0.7030 -0.2185 
26.2667 0.0866 0.9134 1.0484 0.0023 1.2431 0.7017 -0.2012 
26.2667 0.0761 0.9239 1.0459 0.0022 1.2236 0.7021 -0.1811 
26.2667 0.0656 0.9344 1.0438 0.0018 1.2096 0.7041 -0.1576 
26.2667 0.0551 0.9449 1.0421 0.0018 1.2007 0.7017 -0.1338 
26.2667 0.0446 0.9554 1.0411 0.0022 1.1904 0.6936 -0.1113 
26.2667 0.0341 0.9659 1.0403 0.0022 1.1788 0.6868 -0.0879 
26.2667 0.0236 0.9764 1.0400 0.0023 1.1660 0.6866 -0.0645 
26.5167 0.9790 0.0210 0.7535 0.0003 4.0935 0.3862 0.5166 
26.5167 0.9685 0.0315 0.7931 0.0001 4.1916 0.5181 0.6252 
26.5167 0.9580 0.0420 0.8216 -0.0003 4.2871 0.6334 0.6982 
26.5167 0.9475 0.0525 0.8438 -0.0005 4.2978 0.6947 0.7288 
26.5167 0.9370 0.0630 0.8622 -0.0002 4.2415 0.7315 0.7310 
26.5167 0.9265 0.0735 0.8782 0.0006 4.1679 0.7695 0.7355 
26.5167 0.9160 0.0840 0.8926 0.0011 4.0999 0.8133 0.7517 
26.5167 0.9055 0.0945 0.9056 0.0009 4.0447 0.8571 0.7648 
26.5167 0.8950 0.1050 0.9176 0.0008 4.0041 0.8989 0.7760 
26.5167 0.8845 0.1155 0.9281 0.0019 3.9698 0.9329 0.7912 
26.5167 0.8740 0.1260 0.9368 0.0023 3.9393 0.9562 0.8061 
26.5167 0.8635 0.1365 0.9454 0.0004 3.9002 0.9821 0.8136 
26.5167 0.8530 0.1470 0.9546 -0.0003 3.8356 0.9994 0.8091 
26.5167 0.8425 0.1575 0.9630 0.0016 3.7556 0.9888 0.7960 
26.5167 0.8320 0.1680 0.9707 0.0015 3.6769 0.9789 0.7815 
26.5167 0.8215 0.1785 0.9784 -0.0013 3.6100 0.9899 0.7701 
26.5167 0.8110 0.1890 0.9862 -0.0031 3.5587 0.9965 0.7588 
26.5167 0.8005 0.1995 0.9941 -0.0019 3.5223 0.9850 0.7471 
26.5167 0.7900 0.2100 1.0025 0.0003 3.4873 0.9728 0.7396 
26.5167 0.7795 0.2205 1.0104 0.0017 3.4384 0.9790 0.7358 
26.5167 0.7690 0.2310 1.0171 0.0016 3.3735 0.9961 0.7278 
26.5167 0.7585 0.2415 1.0235 0.0009 3.2956 0.9955 0.7100 
26.5167 0.7480 0.2520 1.0297 0.0010 3.2137 0.9751 0.6864 
26.5167 0.7375 0.2625 1.0357 0.0011 3.1383 0.9598 0.6677 
26.5167 0.7270 0.2730 1.0415 0.0007 3.0750 0.9604 0.6517 
26.5167 0.7165 0.2835 1.0473 -0.0000 3.0151 0.9640 0.6391 
26.5167 0.7060 0.2940 1.0523 0.0003 2.9438 0.9486 0.6179 
26.5167 0.6955 0.3045 1.0565 0.0013 2.8724 0.9245 0.5927 
26.5167 0.6850 0.3150 1.0606 0.0015 2.8001 0.8999 0.5720 
26.5167 0.6745 0.3255 1.0650 0.0013 2.7236 0.8868 0.5517 
26.5167 0.6640 0.3360 1.0698 0.0014 2.6487 0.8811 0.5308 
26.5167 0.6535 0.3465 1.0750 0.0014 2.5717 0.8731 0.5104 
26.5167 0.6430 0.3570 1.0800 0.0008 2.4953 0.8629 0.4884 
26.5167 0.6325 0.3675 1.0842 0.0004 2.4247 0.8466 0.4658 
26.5167 0.6220 0.3780 1.0883 -0.0004 2.3480 0.8280 0.4429 
26.5167 0.6115 0.3885 1.0929 -0.0018 2.2618 0.8169 0.4159 
26.5167 0.6010 0.3990 1.0975 -0.0024 2.1783 0.8093 0.3850 
26.5167 0.5906 0.4094 1.1014 -0.0009 2.1013 0.7970 0.3545 
26.5167 0.5801 0.4199 1.1050 0.0013 2.0280 0.7841 0.3254 
26.5167 0.5696 0.4304 1.1087 0.0027 1.9508 0.7791 0.2953 
26.5167 0.5591 0.4409 1.1119 0.0022 1.8681 0.7749 0.2633 
26.5167 0.5486 0.4514 1.1146 0.0011 1.7914 0.7626 0.2307 
26.5167 0.5381 0.4619 1.1177 0.0010 1.7198 0.7509 0.1982 
26.5167 0.5276 0.4724 1.1207 0.0008 1.6516 0.7402 0.1641 
26.5167 0.5171 0.4829 1.1227 -0.0000 1.5902 0.7265 0.1290 
26.5167 0.5066 0.4934 1.1238 -0.0012 1.5372 0.7157 0.0967 
26.5167 0.4961 0.5039 1.1247 -0.0016 1.4952 0.7081 0.0645 
26.5167 0.4856 0.5144 1.1252 -0.0013 1.4665 0.6995 0.0360 
26.5167 0.4751 0.5249 1.1247 -0.0012 1.4455 0.6914 0.0069 
26.5167 0.4646 0.5354 1.1238 -0.0011 1.4256 0.6893 -0.0234 
26.5167 0.4541 0.5459 1.1226 -0.0002 1.4071 0.6927 -0.0514 
26.5167 0.4436 0.5564 1.1215 0.0008 1.3941 0.6926 -0.0786 
26.5167 0.4331 0.5669 1.1203 0.0006 1.3903 0.6892 -0.1077 
26.5167 0.4226 0.5774 1.1188 0.0002 1.3937 0.6906 -0.1350 
26.5167 0.4121 0.5879 1.1166 0.0004 1.3983 0.6915 -0.1570 
26.5167 0.4016 0.5984 1.1145 0.0005 1.4018 0.6884 -0.1771 
26.5167 0.3911 0.6089 1.1126 0.0001 1.4076 0.6908 -0.2002 
26.5167 0.3806 0.6194 1.1109 0.0001 1.4188 0.6978 -0.2261 
26.5167 0.3701 0.6299 1.1093 0.0012 1.4312 0.7028 -0.2505 
26.5167 0.3596 0.6404 1.1075 0.0023 1.4399 0.7077 -0.2698 
26.5167 0.3491 0.6509 1.1053 0.0016 1.4448 0.7106 -0.2854 
26.5167 0.3386 0.6614 1.1026 -0.0002 1.4486 0.7049 -0.2996 
26.5167 0.3281 0.6719 1.1001 -0.0015 1.4549 0.6955 -0.3128 
26.5167 0.3176 0.6824 1.0984 -0.0016 1.4641 0.6931 -0.3246 
26.5167 0.3071 0.6929 1.0972 -0.0008 1.4725 0.6902 -0.3344 
26.5167 0.2966 0.7034 1.0954 0.0001 1.4823 0.6835 -0.3435 
26.5167 0.2861 0.7139 1.0928 0.0003 1.4854 0.6791 -0.3491 
26.5167 0.2756 0.7244 1.0897 0.0003 1.4841 0.6754 -0.3507 
26.5167 0.2651 0.7349 1.0863 0.0001 1.4791 0.6721 -0.3510 
26.5167 0.2546 0.7454 1.0832 -0.0002 1.4658 0.6717 -0.3508 
26.5167 0.2441 0.7559 1.0806 -0.0004 1.4518 0.6759 -0.3510 
26.5167 0.2336 0.7664 1.0785 -0.0005 1.4398 0.6829 -0.3514 
26.5167 0.2231 0.7769 1.0766 -0.0004 1.4250 0.6904 -0.3490 
26.5167 0.2126 0.7874 1.0745 -0.0003 1.4097 0.6959 -0.3427 
26.5167 0.2021 0.7979 1.0723 -0.0002 1.3991 0.6987 -0.3362 
26.5167 0.1916 0.8084 1.0699 0.0000 1.3900 0.7025 -0.3301 
26.5167 0.1811 0.8189 1.0670 0.0004 1.3757 0.7065 -0.3208 
26.5167 0.1706 0.8294 1.0635 0.0006 1.3557 0.7050 -0.3081 
26.5167 0.1601 0.8399 1.0601 0.0009 1.3357 0.6995 -0.2943 
26.5167 0.1496 0.8504 1.0579 0.0010 1.3181 0.6973 -0.2817 
26.5167 0.1391 0.8609 1.0569 0.0009 1.3000 0.6979 -0.2705 
26.5167 0.1286 0.8714 1.0564 0.0009 1.2800 0.6962 -0.2572 
26.5167 0.1181 0.8819 1.0555 0.0013 1.2618 0.6946 -0.2412 
26.5167 0.1076 0.8924 1.0537 0.0019 1.2467 0.6978 -0.2237 
26.5167 0.0971 0.9029 1.0515 0.0022 1.2305 0.7017 -0.2042 
26.5167 0.0866 0.9134 1.0496 0.0016 1.2139 0.7027 -0.1820 
26.5167 0.0761 0.9239 1.0482 0.0010 1.1961 0.7002 -0.1569 
26.5167 0.0656 0.9344 1.0476 0.0015 1.1778 0.6960 -0.1348 
26.5167 0.0551 0.9449 1.0475 0.0015 1.1578 0.6891 -0.1152 
26.5167 0.0446 0.9554 1.0471 0.0008 1.1386 0.6806 -0.0934 
26.5167 0.0341 0.9659 1.0458 0.0004 1.1271 0.6766 -0.0701 
26.5167 0.0236 0.9764 1.0439 0.0005 1.1240 0.6783 -0.0487 
26.7667 0.9790 0.0210 0.7511 0.0019 4.1010 0.3922 0.5125 
26.7667 0.9685 0.0315 0.7910 0.0022 4.1942 0.5201 0.6106 
26.7667 0.9580 0.0420 0.8198 0.0018 4.2628 0.6293 0.6789 
26.7667 0.9475 0.0525 0.8425 0.0011 4.2547 0.7026 0.7119 
26.7667 0.9370 0.0630 0.8614 0.0013 4.2240 0.7469 0.7307 
26.7667 0.9265 0.0735 0.8778 0.0003 4.2002 0.7825 0.7499 
26.7667 0.9160 0.0840 0.8924 -0.0010 4.1603 0.8114 0.7584 
26.7667 0.9055 0.0945 0.9055 -0.0003 4.0908 0.8349 0.7554 
26.7667 0.8950 0.1050 0.9170 0.0007 4.0206 0.8688 0.7624 
26.7667 0.8845 0.1155 0.9276 0.0006 3.9709 0.9162 0.7826 
26.7667 0.8740 0.1260 0.9375 0.0009 3.9302 0.9490 0.7992 
26.7667 0.8635 0.1365 0.9466 0.0013 3.8935 0.9705 0.8115 
26.7667 0.8530 0.1470 0.9553 0.0008 3.8551 0.9928 0.8165 
26.7667 0.8425 0.1575 0.9638 -0.0002 3.7962 0.9904 0.8018 
26.7667 0.8320 0.1680 0.9717 -0.0007 3.7241 0.9731 0.7813 
26.7667 0.8215 0.1785 0.9793 -0.0003 3.6660 0.9680 0.7731 
26.7667 0.8110 0.1890 0.9867 0.0001 3.6175 0.9736 0.7717 
26.7667 0.8005 0.1995 0.9938 0.0003 3.5533 0.9825 0.7699 
26.7667 0.7900 0.2100 1.0007 0.0003 3.4726 0.9815 0.7594 
26.7667 0.7795 0.2205 1.0077 0.0002 3.4007 0.9680 0.7426 
26.7667 0.7690 0.2310 1.0144 0.0001 3.3484 0.9614 0.7334 
26.7667 0.7585 0.2415 1.0208 -0.0002 3.2895 0.9628 0.7278 
26.7667 0.7480 0.2520 1.0273 -0.0005 3.2125 0.9551 0.7149 
26.7667 0.7375 0.2625 1.0340 -0.0001 3.1493 0.9343 0.6937 
26.7667 0.7270 0.2730 1.0405 0.0002 3.0985 0.9175 0.6738 
26.7667 0.7165 0.2835 1.0465 -0.0002 3.0413 0.9122 0.6590 
26.7667 0.7060 0.2940 1.0514 0.0010 2.9726 0.9134 0.6426 
26.7667 0.6955 0.3045 1.0556 0.0029 2.9024 0.9056 0.6184 
26.7667 0.6850 0.3150 1.0598 0.0026 2.8316 0.8902 0.5893 
26.7667 0.6745 0.3255 1.0645 0.0014 2.7470 0.8766 0.5635 
26.7667 0.6640 0.3360 1.0695 0.0014 2.6552 0.8670 0.5438 
26.7667 0.6535 0.3465 1.0743 0.0014 2.5679 0.8593 0.5236 
26.7667 0.6430 0.3570 1.0788 0.0006 2.4827 0.8522 0.4993 
26.7667 0.6325 0.3675 1.0828 -0.0003 2.4021 0.8449 0.4729 
26.7667 0.6220 0.3780 1.0869 -0.0005 2.3281 0.8336 0.4449 
26.7667 0.6115 0.3885 1.0912 0.0002 2.2515 0.8165 0.4150 
26.7667 0.6010 0.3990 1.0959 0.0004 2.1687 0.7967 0.3834 
26.7667 0.5906 0.4094 1.0997 -0.0001 2.0867 0.7782 0.3498 
26.7667 0.5801 0.4199 1.1024 -0.0001 2.0095 0.7669 0.3204 
26.7667 0.5696 0.4304 1.1045 -0.0001 1.9357 0.7623 0.2965 
26.7667 0.5591 0.4409 1.1069 -0.0010 1.8666 0.7555 0.2702 
26.7667 0.5486 0.4514 1.1092 -0.0024 1.8010 0.7461 0.2417 
26.7667 0.5381 0.4619 1.1117 -0.0024 1.7359 0.7416 0.2131 
26.7667 0.5276 0.4724 1.1146 -0.0001 1.6776 0.7376 0.1814 
26.7667 0.5171 0.4829 1.1169 0.0023 1.6219 0.7212 0.1522 
26.7667 0.5066 0.4934 1.1183 0.0029 1.5695 0.7012 0.1223 
26.7667 0.4961 0.5039 1.1196 0.0019 1.5239 0.6919 0.0898 
26.7667 0.4856 0.5144 1.1207 0.0004 1.4834 0.6881 0.0580 
26.7667 0.4751 0.5249 1.1211 -0.0010 1.4457 0.6799 0.0257 
26.7667 0.4646 0.5354 1.1211 -0.0017 1.4129 0.6723 -0.0068 
26.7667 0.4541 0.5459 1.1212 -0.0017 1.3901 0.6674 -0.0385 
26.7667 0.4436 0.5564 1.1213 -0.0016 1.3763 0.6646 -0.0680 
26.7667 0.4331 0.5669 1.1213 -0.0012 1.3670 0.6642 -0.0941 
26.7667 0.4226 0.5774 1.1208 -0.0009 1.3634 0.6659 -0.1171 
26.7667 0.4121 0.5879 1.1193 -0.0017 1.3667 0.6672 -0.1386 
26.7667 0.4016 0.5984 1.1172 -0.0028 1.3704 0.6669 -0.1601 
26.7667 0.3911 0.6089 1.1151 -0.0025 1.3709 0.6661 -0.1819 
26.7667 0.3806 0.6194 1.1134 -0.0013 1.3720 0.6646 -0.2034 
26.7667 0.3701 0.6299 1.1117 -0.0009 1.3751 0.6652 -0.2227 
26.7667 0.3596 0.6404 1.1098 -0.0013 1.3791 0.6696 -0.2398 
26.7667 0.3491 0.6509 1.1079 -0.0012 1.3830 0.6719 -0.2577 
26.7667 0.3386 0.6614 1.1058 -0.0006 1.3863 0.6673 -0.2743 
